Category,SubCategory,Drink Name,Description,Price (KES),Capacity,ABV,Origin,Special Notes
Soft Drinks,All Soft Drinks,San Pellegrino Octuplo,Italian sparkling water with octuplo,400,500ML,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Octuplo,Italian sparkling water with octuplo,600,750ML,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Octuplo,Italian sparkling water with octuplo,800,1L,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Octuplo,Italian sparkling water with octuplo,1000,1.5L,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Octuplo,Italian sparkling water with octuplo,1200,2L,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Nonuplo,Italian sparkling water with nonuplo,250,330ML,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Nonuplo,Italian sparkling water with nonuplo,400,500ML,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Nonuplo,Italian sparkling water with nonuplo,600,750ML,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Nonuplo,Italian sparkling water with nonuplo,800,1L,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Nonuplo,Italian sparkling water with nonuplo,1000,1.5L,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Nonuplo,Italian sparkling water with nonuplo,1200,2L,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Decuplo,Italian sparkling water with decuplo,250,330ML,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Decuplo,Italian sparkling water with decuplo,400,500ML,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Decuplo,Italian sparkling water with decuplo,600,750ML,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Decuplo,Italian sparkling water with decuplo,800,1L,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Decuplo,Italian sparkling water with decuplo,1000,1.5L,0,Italy,
Soft Drinks,All Soft Drinks,San Pellegrino Decuplo,Italian sparkling water with decuplo,1200,2L,0,Italy,












