t=2026-01-12T04:55:29+0300 lvl=info msg="no configuration paths supplied"
t=2026-01-12T04:55:29+0300 lvl=info msg="using configuration at default config path" path="/Users/maria/Library/Application Support/ngrok/ngrok.yml"
t=2026-01-12T04:55:29+0300 lvl=info msg="open config file" path="/Users/maria/Library/Application Support/ngrok/ngrok.yml" err=nil
t=2026-01-12T16:40:52+0300 lvl=info msg="join connections" obj=join id=91adfadc9861 l=[::1]:5001 r=102.0.13.212:39466
t=2026-01-12T16:40:52+0300 lvl=info msg="join connections" obj=join id=2c844e8aed4f l=[::1]:5001 r=102.0.13.212:39466
t=2026-01-12T16:40:52+0300 lvl=info msg="join connections" obj=join id=f5ad18be51bb l=[::1]:5001 r=102.0.13.212:39466
t=2026-01-12T16:40:52+0300 lvl=info msg="join connections" obj=join id=eb0a5c04e8b9 l=[::1]:5001 r=102.0.13.212:39466
t=2026-01-12T16:40:52+0300 lvl=info msg="join connections" obj=join id=282566b7b20c l=[::1]:5001 r=102.0.13.212:39466
t=2026-01-12T16:41:16+0300 lvl=info msg="join connections" obj=join id=2db75eb5aa34 l=[::1]:5001 r=102.0.13.212:39466
t=2026-01-12T16:41:23+0300 lvl=info msg="join connections" obj=join id=501f02ebfafe l=[::1]:5001 r=102.0.13.212:39466
t=2026-01-12T17:05:47+0300 lvl=info msg="update available" obj=updater
t=2026-01-12T19:00:34+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=a89d53378519 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-12T19:00:34+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="session closed"
t=2026-01-12T19:00:44+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp 15.207.22.108:443: i/o timeout"
t=2026-01-12T19:00:46+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-12T19:00:46+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-12T20:05:11+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=2d8bd752fdaf clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-12T20:05:11+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="session closed"
t=2026-01-12T20:05:21+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp 15.207.22.108:443: i/o timeout"
t=2026-01-12T20:05:31+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to dial ngrok server with address \"connect.ngrok-agent.com:443\": dial tcp 15.207.22.108:443: i/o timeout"
t=2026-01-12T20:05:34+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-12T20:05:34+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-12T23:05:48+0300 lvl=info msg="update available" obj=updater
t=2026-01-13T01:32:09+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:49756->15.207.22.108:443: read: connection reset by peer"
t=2026-01-13T01:32:10+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T01:32:10+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T02:03:34+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55526->3.108.166.207:443: read: connection reset by peer"
t=2026-01-13T02:03:36+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T02:03:36+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T02:03:37+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=7d45346a6f22 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T02:34:18+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55544->3.108.208.206:443: read: connection reset by peer"
t=2026-01-13T02:34:20+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T02:34:20+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T02:34:21+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=bdd2f9e0f64f clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T02:50:01+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55569->13.127.105.236:443: read: connection reset by peer"
t=2026-01-13T02:50:03+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T02:50:03+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T03:01:58+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=e8765b4dd787 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T03:01:59+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55580->3.108.208.206:443: read: connection reset by peer"
t=2026-01-13T03:02:01+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T03:02:01+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T03:02:09+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=830a9f0bc4d1 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T03:02:14+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=4896a5e1636b clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T03:19:20+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55608->15.207.22.108:443: read: connection reset by peer"
t=2026-01-13T03:19:23+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T03:19:23+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T03:51:17+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55628->3.108.166.207:443: read: connection reset by peer"
t=2026-01-13T03:51:19+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T03:51:19+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T03:51:20+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=3eaed3576f2e clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T04:03:01+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55659->3.108.166.207:443: read: connection reset by peer"
t=2026-01-13T04:03:03+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=6c95551da8e2 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T04:03:04+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T04:03:04+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T04:03:15+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=b76e945b77b4 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T04:21:31+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55670->15.207.22.108:443: read: connection reset by peer"
t=2026-01-13T04:38:47+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to send authentication request: session closed"
t=2026-01-13T04:54:03+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to send authentication request: session closed"
t=2026-01-13T04:54:06+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T04:54:06+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T05:03:53+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=6cad0b8dfe71 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T05:03:59+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55724->3.108.187.139:443: read: connection reset by peer"
t=2026-01-13T05:04:01+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T05:04:01+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T05:04:13+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=d7ea88a6f571 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T05:20:50+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55764->3.108.208.206:443: read: connection reset by peer"
t=2026-01-13T05:20:52+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T05:20:52+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T05:36:24+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55811->3.108.187.139:443: read: connection reset by peer"
t=2026-01-13T05:36:26+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=f47ff5113af4 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T05:36:27+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T05:36:27+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T05:36:38+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=ec48bf92b2da clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T05:52:50+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55830->3.108.166.207:443: read: connection reset by peer"
t=2026-01-13T06:04:55+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="failed to send authentication request: session closed"
t=2026-01-13T06:05:07+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T06:05:07+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T06:05:12+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=430531ce74e6 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T06:21:50+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55869->3.108.187.139:443: read: connection reset by peer"
t=2026-01-13T06:21:52+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T06:21:52+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T06:53:01+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55908->3.108.208.206:443: read: connection reset by peer"
t=2026-01-13T06:53:03+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T06:53:03+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T07:05:54+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=167f651ddead clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T07:06:02+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55933->3.108.166.207:443: read: connection reset by peer"
t=2026-01-13T07:06:05+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=2347da4b5a5d clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T07:06:06+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T07:06:06+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T07:06:16+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=bbf795c60a55 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T07:23:21+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55959->15.207.22.108:443: read: connection reset by peer"
t=2026-01-13T07:23:22+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T07:23:22+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T07:38:53+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:55991->3.108.187.139:443: read: connection reset by peer"
t=2026-01-13T07:55:01+0300 lvl=eror msg="failed to reconnect session" obj=tunnels.session err="session closed"
t=2026-01-13T08:03:16+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=7064de1c37a9 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T08:03:17+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T08:03:17+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T08:03:27+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=a8d514d4b8e5 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T09:47:46+0300 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=b2703614695c err="read tcp 192.168.0.102:56025->3.108.166.207:443: read: connection reset by peer"
t=2026-01-13T09:47:48+0300 lvl=info msg="client session established" obj=tunnels.session
t=2026-01-13T09:47:48+0300 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-01-13T09:48:01+0300 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=d935a98b5841 clientid=255486cce9e8232186e97cd7754bb2f5
t=2026-01-13T10:00:25+0300 lvl=info msg="join connections" obj=join id=65fe495ce984 l=[::1]:5001 r=102.0.13.212:49904
t=2026-01-13T10:00:25+0300 lvl=info msg="join connections" obj=join id=277ac1b2c670 l=[::1]:5001 r=102.0.13.212:49904
t=2026-01-13T10:00:25+0300 lvl=info msg="join connections" obj=join id=2fba0a4568ca l=[::1]:5001 r=102.0.13.212:49924
t=2026-01-13T10:00:25+0300 lvl=info msg="join connections" obj=join id=dc5d42ce7410 l=[::1]:5001 r=102.0.13.212:49904
t=2026-01-13T10:00:25+0300 lvl=info msg="join connections" obj=join id=a3b2e982b079 l=[::1]:5001 r=102.0.13.212:49904
t=2026-01-13T10:02:59+0300 lvl=info msg="join connections" obj=join id=31cfbfd203fe l=[::1]:5001 r=102.0.13.212:49904
t=2026-01-13T10:03:00+0300 lvl=info msg="join connections" obj=join id=452b4ddaaae6 l=[::1]:5001 r=102.0.13.212:49904
t=2026-01-13T10:03:31+0300 lvl=info msg="join connections" obj=join id=0cf9f5c5d9d2 l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T10:03:31+0300 lvl=info msg="join connections" obj=join id=3a42f0dc66bd l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T10:03:31+0300 lvl=info msg="join connections" obj=join id=bbf018bb343a l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T10:03:31+0300 lvl=info msg="join connections" obj=join id=33c01f1f732d l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T10:03:33+0300 lvl=info msg="join connections" obj=join id=cc85942196c2 l=[::1]:5001 r=102.0.13.212:44038
t=2026-01-13T10:03:38+0300 lvl=info msg="join connections" obj=join id=63bd1ef58a85 l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T10:03:38+0300 lvl=info msg="join connections" obj=join id=cecbfd4d96e7 l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T10:03:38+0300 lvl=info msg="join connections" obj=join id=f7d20bf03c45 l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T10:03:53+0300 lvl=info msg="join connections" obj=join id=e752f44f7e09 l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T10:04:01+0300 lvl=info msg="join connections" obj=join id=0865f8503b75 l=[::1]:5001 r=196.201.214.200:36848
t=2026-01-13T10:04:03+0300 lvl=info msg="join connections" obj=join id=6bfc79248c06 l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T10:04:03+0300 lvl=info msg="join connections" obj=join id=054ee4e6b79d l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T10:04:13+0300 lvl=info msg="join connections" obj=join id=e364f73bbb5b l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T10:04:15+0300 lvl=info msg="join connections" obj=join id=3ad7312a90b4 l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T10:04:22+0300 lvl=info msg="join connections" obj=join id=970e1d5044d0 l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T10:04:34+0300 lvl=info msg="join connections" obj=join id=77324098e0e3 l=[::1]:5001 r=102.0.13.212:44006
t=2026-01-13T12:01:28+0300 lvl=info msg="update available" obj=updater
t=2026-01-13T12:17:10+0300 lvl=info msg="join connections" obj=join id=898e69b0ad38 l=[::1]:5001 r=102.0.13.212:55420
t=2026-01-13T12:17:10+0300 lvl=info msg="join connections" obj=join id=c02adf4a584f l=[::1]:5001 r=102.0.13.212:55420
t=2026-01-13T12:17:10+0300 lvl=info msg="join connections" obj=join id=e94b99a484c9 l=[::1]:5001 r=102.0.13.212:55420
t=2026-01-13T12:17:10+0300 lvl=info msg="join connections" obj=join id=e45d57ab88fe l=[::1]:5001 r=102.0.13.212:55420
t=2026-01-13T12:18:00+0300 lvl=info msg="join connections" obj=join id=1946c32eabd7 l=[::1]:5001 r=102.0.13.212:51808
t=2026-01-13T12:18:00+0300 lvl=info msg="join connections" obj=join id=5dc4b70a7120 l=[::1]:5001 r=102.0.13.212:51808
t=2026-01-13T12:18:00+0300 lvl=info msg="join connections" obj=join id=c2c42f81e53f l=[::1]:5001 r=102.0.13.212:51808
t=2026-01-13T12:18:00+0300 lvl=info msg="join connections" obj=join id=fff33f525617 l=[::1]:5001 r=102.0.13.212:51808
t=2026-01-13T12:18:00+0300 lvl=info msg="join connections" obj=join id=12d863fbe78f l=[::1]:5001 r=102.0.13.212:51808
t=2026-01-13T12:26:24+0300 lvl=info msg="join connections" obj=join id=25c08cf47002 l=[::1]:5001 r=102.0.13.212:54164
t=2026-01-13T12:26:41+0300 lvl=info msg="join connections" obj=join id=4719b832b89e l=[::1]:5001 r=102.0.13.212:54164
t=2026-01-13T12:37:21+0300 lvl=info msg="join connections" obj=join id=2c03b221cc8c l=[::1]:5001 r=102.0.13.212:39884
t=2026-01-13T12:37:21+0300 lvl=info msg="join connections" obj=join id=4c805c3344a4 l=[::1]:5001 r=102.0.13.212:39884
t=2026-01-13T12:37:21+0300 lvl=info msg="join connections" obj=join id=94e4279dec75 l=[::1]:5001 r=102.0.13.212:39884
t=2026-01-13T12:37:21+0300 lvl=info msg="join connections" obj=join id=681cae0b18c8 l=[::1]:5001 r=102.0.13.212:39884
t=2026-01-13T12:37:21+0300 lvl=info msg="join connections" obj=join id=a26795096ffa l=[::1]:5001 r=102.0.13.212:39884
t=2026-01-13T12:37:21+0300 lvl=info msg="join connections" obj=join id=90eeab78ffe2 l=[::1]:5001 r=102.0.13.212:39902
t=2026-01-13T12:37:31+0300 lvl=info msg="join connections" obj=join id=e5f895ecac5f l=[::1]:5001 r=102.0.13.212:39884
t=2026-01-13T12:37:55+0300 lvl=info msg="join connections" obj=join id=bf03315f409c l=[::1]:5001 r=102.0.13.212:39884
t=2026-01-13T12:37:55+0300 lvl=info msg="join connections" obj=join id=33fc9c68a584 l=[::1]:5001 r=102.0.13.212:39884
t=2026-01-13T12:38:14+0300 lvl=info msg="join connections" obj=join id=f0a61ad03db9 l=[::1]:5001 r=102.0.13.212:39884
t=2026-01-13T12:38:14+0300 lvl=info msg="join connections" obj=join id=acd1b45961dd l=[::1]:5001 r=102.0.13.212:39884
